chinese,english,source,refs_list
我们也和他们差不多，除了薪水之外,"We're just like the Today show, except, you know, without the money,",JSON,"[""We're just like the Today show, except, you know, without the money,""]"
伊朗伊斯兰共和国代表根据议事规则第116条，提出暂停就决议草案进行辩论的动议。,The representative of the Islamic Republic of Iran moved for the adjournment of debate on the draft resolution under rule 116 of the rules of procedure.,JSON,['The representative of the Islamic Republic of Iran moved for the adjournment of debate on the draft resolution under rule 116 of the rules of procedure.']
(e) 工作人员薪金税收入，如未经大会明确决议另作处理，应拨入大会第973A(X)号决议所设的衡平征税基金。,(e) Revenue derived from staff assessment not otherwise disposed of by specific resolution of the General Assembly shall be credited to the Tax Equalization Fund established by General Assembly resolution 973 A (X).,JSON,['(e) Revenue derived from staff assessment not otherwise disposed of by specific resolution of the General Assembly shall be credited to the Tax Equalization Fund established by General Assembly resolution 973 A (X).']
1． 秘书长谨提交他关于起诉应对1994年1月1日至12月31日期间在卢旺达境内的种族灭绝和其他严重违反国际人道主义法行为负责者和应对这一期间邻国境内种族灭绝和其他这类违法行为负责的卢旺达公民的国际刑事法庭2002-2003两年期决算的财务报告。,The Secretary-General has the honour to submit his financial report on the accounts of the International Criminal Tribunal for the Prosecution of Persons Responsible for Genocide and Other Serious Violations of International Humanitarian Law Committed in the Territory of Rwanda and Rwandan Citizens Responsible for Genocide and Other Such Violations Committed in the Territory of Neighbouring States between 1 January and 31 December 1994 for the biennium 2002-2003.,JSON,['The Secretary-General has the honour to submit his financial report on the accounts of the International Criminal Tribunal for the Prosecution of Persons Responsible for Genocide and Other Serious Violations of International Humanitarian Law Committed in the Territory of Rwanda and Rwandan Citizens Responsible for Genocide and Other Such Violations Committed in the Territory of Neighbouring States between 1 January and 31 December 1994 for the biennium 2002-2003.']
如果他受伤的话， 我们就可能无法坐在些会谈 Herberger!,If he'd been injured we wouldn't be sitting here now.,JSON,"[""If he'd been injured we wouldn't be sitting here now.""]"
"FAO, Global Soil and terrain database（SOTER）（http://www.fao.org/landandwater/ lwdms.stm)。",FAO Global Soul and Terrain Database (SOTER) (http://www.fao.org/landandwater/lwdms.stm).,JSON,['FAO Global Soul and Terrain Database (SOTER) (http://www.fao.org/landandwater/lwdms.stm).']
20. [商定]促进国家、区域和地方各级有关运输服务和运输系统的决策采用统筹办法，以促进可持续发展，包括关于土地利用、基本设施、公共运输系统和货物运送网的政策和规划，以期提供安全、负担得起的、有效率的运输，提高能源效率，减少污染，减少拥挤，减少对健康的有害影响，限制城市的无计划扩展，同时顾及国家优先事项和情况。,"[Agreed] Promote an integrated approach to policy-making at the national, regional and local levels for transport services and systems to promote sustainable development, including policies and planning for land use, infrastructure, public transport systems and goods delivery networks, with a view to providing safe, affordable and efficient transportation, increasing energy efficiency, reducing pollution, reducing congestion, reducing adverse health effects and limiting urban sprawl, taking into account national priorities and circumstances. This would include actions at all levels to:",JSON,"['[Agreed] Promote an integrated approach to policy-making at the national, regional and local levels for transport services and systems to promote sustainable development, including policies and planning for land use, infrastructure, public transport systems and goods delivery networks, with a view to providing safe, affordable and efficient transportation, increasing energy efficiency, reducing pollution, reducing congestion, reducing adverse health effects and limiting urban sprawl, taking into account national priorities and circumstances. This would include actions at all levels to:']"
窗在那 可以 往外看,"There's a... a window right there, for seeing...out",JSON,"[""There's a... a window right there, for seeing...out""]"
(a) 所涉人士犯有危害人类罪；,(a) If he has committed a crime against humanity;,JSON,['(a) If he has committed a crime against humanity;']
62. 在中国，举办了国家卫生问题战略论坛，卫生部长提议把农村卫生问题纳入社会主义新农村政策。,"In China, a national strategic sanitation forum was held and the Minister of Health proposed the integration of rural sanitation into the new socialist countryside (NSC) policy.",JSON,"['In China, a national strategic sanitation forum was held and the Minister of Health proposed the integration of rural sanitation into the new socialist countryside (NSC) policy.']"
该专家还可以担任检察官办公室的专家证人。,The expert may also serve as an expert witness for the Office of the Prosecutor.,JSON,['The expert may also serve as an expert witness for the Office of the Prosecutor.']
就像我妈妈一样的女孩.,That's like my mom. Yeah.,JSON,"[""That's like my mom. Yeah.""]"
因此，大会第六十届会议上的讨论将仅限于高级别对话的组织细节。,Discussions at the Assembly's sixtieth session would therefore focus exclusively on the organizational details of the high-level dialogue.,JSON,"[""Discussions at the Assembly's sixtieth session would therefore focus exclusively on the organizational details of the high-level dialogue.""]"
你拿奖学金从奥勒冈来博德,You're on scholarship from Oregon... at Baird.,JSON,"[""You're on scholarship from Oregon... at Baird.""]"
我的小球要开始跳舞了. .,My testeron is going dancing...,JSON,['My testeron is going dancing...']
马克洛登战后根本没回来,Mark Loddon didn't come back from the war.,JSON,"[""Mark Loddon didn't come back from the war.""]"
对，很对不起！ 你应该对不起！,"Thingies, what do you call them?",JSON,"['Thingies, what do you call them?']"
这样你占尽上风,I'd say you nailed it.,JSON,"[""I'd say you nailed it.""]"
? 不? 太重?,Not too heavy?,JSON,['Not too heavy?']
82. 发言人欢迎1967年以来被占领巴勒斯坦领土人权情况特别报告员报告（A/59/256）的客观性，希望这将导致采取措施以结束以色列无视最基本的人道主义规则违反国际人道主义法的做法。,He commended the objectivity of the report of the Special Rapporteur on the situation of human rights in the Palestinian territories occupied by Israel since 1967 (A/59/256) and hoped that the report would lead to action that would put an end to the Israeli practices that violated international humanitarian law and the elementary rules of humanity.,JSON,['He commended the objectivity of the report of the Special Rapporteur on the situation of human rights in the Palestinian territories occupied by Israel since 1967 (A/59/256) and hoped that the report would lead to action that would put an end to the Israeli practices that violated international humanitarian law and the elementary rules of humanity.']
你看到那孩子对他父亲多好了?,- Yeah.,JSON,['- Yeah.']
据秘书长所述，这些数额原来是在2005年确定的，预计在2006年1月1日起生效，因此，任何订正数额将须在2009年1月1日起实施。,"According to the Secretary-General, as the amounts were originally set in 2005 with the expectation that they would come into effect on 1 January 2006, any revised amounts would need to come into effect on 1 January 2009.",JSON,"['According to the Secretary-General, as the amounts were originally set in 2005 with the expectation that they would come into effect on 1 January 2006, any revised amounts would need to come into effect on 1 January 2009.']"
(a) 消除种族歧视委员会的报告；,(a) Report of the Committee on the Elimination of Racial Discrimination;,JSON,['(a) Report of the Committee on the Elimination of Racial Discrimination;']
18. 过去两个两年期（2004-2005和2006-2007），禁毒办获得的资金总额大量增加。,Over the past two bienniums (2004-2005 and 2006-2007) UNODC has attracted substantial increases in total funding.,JSON,['Over the past two bienniums (2004-2005 and 2006-2007) UNODC has attracted substantial increases in total funding.']
集团欢迎原子能机构努力协助那些在自愿的基础上主动采取步骤尽量减少民用核设施高浓缩铀用量的国家。,"The group welcomes the efforts of the IAEA to assist countries which, on a voluntary basis, have chosen to take steps to minimise the use of HEU in civilian nuclear applications.",JSON,"['The group welcomes the efforts of the IAEA to assist countries which, on a voluntary basis, have chosen to take steps to minimise the use of HEU in civilian nuclear applications.']"
总督负责召集立法会议届会，这些会议必须至少每12个月举行一次。,the Legislative Council which must be held at least every 12 months.,JSON,['the Legislative Council which must be held at least every 12 months.']
88. 缔约方会议多次请秘书处特别注意其他公约的缔约方会议，只要讨论的问题问题涉及荒漠化、土地退化、土地利用、土地利用的变化和林业或旱地生物多样性，这些讨论提出了交叉报告的形式(不同公约机构之间相互报告)。,"On several occasions, the COP requested the secretariat to give special attention to the COPs of other conventions where matters linked to desertification, land degradation, land use, land-use change and forestry or dryland biodiversity were discussed, which generated forms of cross-reporting (bodies of different conventions reporting to each other).",JSON,"['On several occasions, the COP requested the secretariat to give special attention to the COPs of other conventions where matters linked to desertification, land degradation, land use, land-use change and forestry or dryland biodiversity were discussed, which generated forms of cross-reporting (bodies of different conventions reporting to each other).']"
我们为自己确定的任务十分艰巨且费用浩大。,The task that we have set for ourselves is enormous and expensive.,JSON,['The task that we have set for ourselves is enormous and expensive.']
㈤ 《关于防止和惩处侵害应受国际保护人员的罪行的公约》；,"Brazil is party to a number of treaties and conventions against terrorism in the context of the United Nations and of the Organization of American States, such as",JSON,"['Brazil is party to a number of treaties and conventions against terrorism in the context of the United Nations and of the Organization of American States, such as']"
因此，让我们为了以色列和巴勒斯坦人民的利益，为了整个中东和平与安全的利益，以及为了该敏感地区所有人民和国家的合作与繁荣的利益，执行这些解决方法，历史、地理、文化和宗教必须把区域团结起来。,"Let us therefore implement them in the interest of the Israeli and Palestinian peoples, in the interest of peace and security throughout the Middle East and in the interest of cooperation and prosperity of the peoples and nations of this sensitive region that history, geography, culture and religion must serve to unite.",JSON,"['Let us therefore implement them in the interest of the Israeli and Palestinian peoples, in the interest of peace and security throughout the Middle East and in the interest of cooperation and prosperity of the peoples and nations of this sensitive region that history, geography, culture and religion must serve to unite.']"
阿富汗已成为运往上述邻国以及东西欧的阿片剂的主要原产地。,Afghanistan has become the main source of opiates to those neighbouring countries and to both eastern and western Europe.,JSON,['Afghanistan has become the main source of opiates to those neighbouring countries and to both eastern and western Europe.']
这也不是光光为了我自己。,That's not just for my sake.,JSON,"[""That's not just for my sake.""]"
㈡ 决议草案(A/57/L.39),(ii) Draft resolution (A/57/L.39),JSON,['(ii) Draft resolution (A/57/L.39)']
你不能随便跑来，法院禁止你来,You can't come around like this. The court says you can't.,JSON,"[""You can't come around like this. The court says you can't.""]"
-但是没有,- But there isn`t.,JSON,['- But there isn`t.']
但大会接受土耳其代表团参加其工作，意味着接受批准文书和保留（William W. Bishop，“Reservations to Treaties”，R.C.A.D.I.，vol. 103，1961-II， p. 297-298； M. H. Mendelson，前注413，第163页）。,"Nonetheless, the Assembly allowed the Turkish delegation to participate in its work. This implied acceptance of the instrument of ratification and the reservation (William W. Bishop, “Reservations to Treaties”, R.C.A.D.I., vol. 103, 1961-II, pp. 297-298; M. H. Mendelson, footnote 413 above, p. 163).",JSON,"['Nonetheless, the Assembly allowed the Turkish delegation to participate in its work. This implied acceptance of the instrument of ratification and the reservation (William W. Bishop, “Reservations to Treaties”, R.C.A.D.I., vol.\xa0103, 1961-II, pp. 297-298; M. H. Mendelson, footnote 413 above, p. 163).']"
用局部麻醉技术实施女性输卵管结扎术。,Use of Depropovera as an emergency contraception method.,JSON,['Use of Depropovera as an emergency contraception method.']
12. 尼泊尔政府提供了为执行所述决议而开展活动方面的资料，并提到1997年成立的土著发展委员会以及2001年全国提高土著人地位学会法开始生效。,The Government of Nepal provided information about activities undertaken in relation to the implementation of the resolution in question and referred to an Indigenous Development Committee set up in 1997 and the entry into force of the Indigenous Upliftment National Academy Act of 2001.,JSON,['The Government of Nepal provided information about activities undertaken in relation to the implementation of the resolution in question and referred to an Indigenous Development Committee set up in 1997 and the entry into force of the Indigenous Upliftment National Academy Act of 2001.']
哦，是的，当然，我们处理的郊区租金。,"Oh, yes, surely, we handle suburban rentals.",JSON,"['Oh, yes, surely, we handle suburban rentals.']"
为维持和平行动特别委员会成员就维持和平理论制订情况，包括维持和平最佳做法科所做的维持和平词汇工作最新情况举行非正式简报会（由维持和平行动部安排）,"Informal briefing for members of the Special Committee on Peacekeeping on the development of a peacekeeping doctrine, including an update on the work on peacekeeping terminology conducted by the Peacekeeping Best Practices Section (organized by the Department of Peacekeeping Operations)",JSON,"['Informal briefing for members of the Special Committee on Peacekeeping on the development of a peacekeeping doctrine, including an update on the work on peacekeeping terminology conducted by the Peacekeeping Best Practices Section (organized by the Department of Peacekeeping Operations)']"
(e) 援助巴勒斯坦人民（2002年12月16日第57/147号决议）；,(e) Assistance to the Palestinian people (resolution 57/147 of 16 December 2002);,JSON,['(e) Assistance to the Palestinian people (resolution 57/147 of 16 December 2002);']
145． 此外，拉加经委会制定的关于拉丁美洲国家机构用性别观点进行治理之能力建设的机构间项目，将在发展帐户资助下、于2002—2004年实施，这表明要同联合国秘书处提高妇女地位司和非洲经委会合作，提高妇女地位司和非洲经委会在非洲实施了一个类似项目。,"In addition, the inter-agency project on capacity building of national machineries for governance with a gender perspective in Latin America, designed by ECLAC and to be implemented during 2002-2004 with funds from the Development Account, would suggest collaboration with the Division for the Advancement of Women of the United Nations Secretariat and ECA, which have implemented a similar project in Africa.",JSON,"['In addition, the inter-agency project on capacity building of national machineries for governance with a gender perspective in Latin America, designed by ECLAC and to be implemented during 2002-2004 with funds from the Development Account, would suggest collaboration with the Division for the Advancement of Women of the United Nations Secretariat and ECA, which have implemented a similar project in Africa.']"
我愿感谢他对局势所作的如实分析。,I wish to thank him for his uncompromising analysis of the situation.,JSON,['I wish to thank him for his uncompromising analysis of the situation.']
而犯罪嫌疑人？,And the suspects?,JSON,['And the suspects?']
- 这就是我们会得到Manucci和詹姆斯。,- That's where we'll get Manucci and James.,JSON,"[""- That's where we'll get Manucci and James.""]"
(d) 特别是通过与联合国系统其他组织密切合作，维持有效和符合成本效益的旅行和运输服务；,"(d) The maintenance of efficient and cost-effective travel and transportation services, in particular through close cooperation with other United Nations system organizations;",JSON,"['(d) The maintenance of efficient and cost-effective travel and transportation services, in particular through close cooperation with other United Nations system organizations;']"
根除酷刑的途径之一是改革《刑法》和《刑事诉讼法》。,One of the ways of eradicating acts of torture has been the draft reform of the Criminal Code and the Code of Criminal Procedure.,JSON,['One of the ways of eradicating acts of torture has been the draft reform of the Criminal Code and the Code of Criminal Procedure.']
他声称，他受人哄骗承认该笔债务，这是调整他在公司的地位的一种手段。,He claims that he was tricked into acknowledging the debt as a way of regularizing his position in the company.,JSON,['He claims that he was tricked into acknowledging the debt as a way of regularizing his position in the company.']
他不該這麼對我！,And he won't leave me be!,JSON,"[""And he won't leave me be!""]"
(c) 社会发展委员会残疾问题特别报告员Bengt Lindqvist先生介绍了其报告(E/CN.5/2000/3)。,"(c) The Special Rapporteur on Disability of the Commission for Social Development, Mr. Bengt Lindqvist, introduced his report (E/CN.5/2000/3).",JSON,"['(c) The Special Rapporteur on Disability of the Commission for Social Development, Mr. Bengt Lindqvist, introduced his report (E/CN.5/2000/3).']"
但是，其中许多都出台了工作方案争取在这方面取得更多进展。,"However, work programmes are in place in many of them to move further in this regard.",JSON,"['However, work programmes are in place in many of them to move further in this regard.']"
防止歧视及保护少数小组委员会根据理事会第1503 (XLVIII)号决议提交委员会处理的特殊情况系于1974年首次向委员会第三十届会议提出。,Particular situations referred to the Commission by the Sub-Commission on Prevention of Discrimination and Protection of Minorities (now the Sub-Commission on the Promotion and Protection of Human Rights) under Council resolution 1503 (XLVIII) were placed before the Commission for the first time at its thirtieth session in 1974.,JSON,['Particular situations referred to the Commission by the Sub-Commission on Prevention of Discrimination and Protection of Minorities (now the Sub-Commission on the Promotion and Protection of Human Rights) under Council resolution 1503 (XLVIII) were placed before the Commission for the first time at its thirtieth session in 1974.']
非盟将通过结成一个更协调统一的政治联盟同时又创建一个各国经济共同体来加强非洲的一体化议程。,"The AU will elevate Africa's integration agenda by forging a more cohesive political union, while also creating an economic community of nations.",JSON,"[""The AU will elevate Africa's integration agenda by forging a more cohesive political union, while also creating an economic community of nations.""]"
宪法委员会已规定，此类检测并非歧视妇女；如果这些测试使进入法国领土变得更加困难，那么对男女来说，困难的程度是相同的。,"The Constitutional Council had ruled that the tests were not prejudicial to women; if they made it more difficult to enter French territory, they did so for both men and women.",JSON,"['The Constitutional Council had ruled that the tests were not prejudicial to women; if they made it more difficult to enter French territory, they did so for both men and women.']"
220.　在7月26日第40次会议上，理事会审议了委员会建议的题为 “加强联合国预防犯罪和刑事司法方案以及作为其理事机构的预防犯罪和刑事司法委员会的作用”的决议草案一（见E/2006/30，第一章，A节）。,"At its 40th meeting, on 26 July, the Council considered draft resolution I entitled “Strengthening the United Nations Crime Prevention and Criminal Justice Programme and the role of the Commission on Crime Prevention and Criminal Justice as its governing body”, recommended by the Commission (see E/2006/30, chap. I, sect.",JSON,"['At its 40th meeting, on 26 July, the Council considered draft resolution I entitled “Strengthening the United Nations Crime Prevention and Criminal Justice Programme and the role of the Commission on Crime Prevention and Criminal Justice as its governing body”, recommended by the Commission (see E/2006/30, chap. I, sect.']"
1.7 委员会注意到已收到的有关金融情报机构的资料，它想知道该金融情报机构的架构是否完善、资金和人员配置是否充足，是否有足够的技术和其他资源充分履行其授权职能。,"1.7 The Committee takes note of the information provided concerning the KoFIU and would like to know whether it is adequately structured, funded, staffed and provided with sufficient technical and other resources to fully perform its authorized functions.",JSON,"['1.7 The Committee takes note of the information provided concerning the KoFIU and would like to know whether it is adequately structured, funded, staffed and provided with sufficient technical and other resources to fully perform its authorized functions.']"
他还着重论述了环境署近年来在执行《巴巴多斯行动纲领》方面发挥的作用，并概述了为继续促进和推动切实解决各小岛屿发展中国家所面对的各种困难而提出的各项相关提议，其中包括提供能力建设和开展宣传教育活动；促进建立第二类伙伴关系；设立一个专门负责处理小岛屿发展中国家的关注问题的部门；以及支持顾及到各区域具体特点的方案。,"He also underlined the role which UNEP had played in recent years in implementing the Barbados programme of action and outlined proposals that had been made for its continued contribution to the efforts to ameliorate the difficulties facing small island developing States, including delivery of capacity-building and education; promoting type II partnerships; establishing a unit dedicated to issues of concern to small island developing States; and supporting regionally tailored programmes.",JSON,"['He also underlined the role which UNEP had played in recent years in implementing the Barbados programme of action and outlined proposals that had been made for its continued contribution to the efforts to ameliorate the difficulties facing small island developing States, including delivery of capacity-building and education; promoting type II partnerships; establishing a unit dedicated to issues of concern to small island developing States; and supporting regionally tailored programmes.']"
决议草案A/C.3/59/L.49的所涉方案预算问题：缅甸的人权状况(A/C.5/59/19),Programme budget implications of draft resolution A/C.3/59/L.49: Situation of human rights in Myanmar (A/C.5/59/19),JSON,['Programme budget implications of draft resolution A/C.3/59/L.49: Situation of human rights in Myanmar (A/C.5/59/19)']
满意地注意到2004年12月1日和2日以和平和透明方式举行的莫桑比克总统和议会选举，这为加强民主进程和继续执行经济和社会方案创造了条件；,"Noting with satisfaction that the Mozambique's Presidential and Legislative elections held on 1-2 December, 2004, was carried out peacefully and in a transparent manner, which created conditions to reinforce democratic process and to continue to implementation of economic and social programmes;",JSON,"[""Noting with satisfaction that the Mozambique's Presidential and Legislative elections held on 1-2 December, 2004, was carried out peacefully and in a transparent manner, which created conditions to reinforce democratic process and to continue to implementation of economic and social programmes;""]"
对于有些国家，划界案应在2004年11月16日之前提出。,For some States a submission should be made by 16 November 2004.,JSON,['For some States a submission should be made by 16\xa0November 2004.']
6. 鼓励包括政府、联合国系统、其他国际组织及民间社会等方面在内的所有行动者继续支持妇女地位委员会的工作，协助委员会在执行《北京宣言和行动纲要》以及大会第二十三届特别会议成果的后续行动和审查工作中发挥中心作用，酌情落实委员会的建议；在这方面欢迎委员会第五十届会议通过的订正工作方案和方法， 其中特别重视交流在克服国家和国际一级充分执行工作所遇挑战方面的经验、教训和良好做法以及对优先主题执行进展的评价；,"Encourages all actors, inter alia, Governments, the United Nations system, other international organizations and civil society, to continue to support the work of the Commission on the Status of Women in fulfilling its central role in the follow-up to and review of the implementation of the Beijing Declaration and Platform for Action and the outcome of the twenty-third special session of the General Assembly, and, as applicable, to carry out its recommendations, and welcomes, in this regard, the revised programme and methods of work of the Commission adopted at its fiftieth session, which give particular attention to the sharing of experiences, lessons learned and good practices in overcoming challenges to full implementation at the national and international levels as well as to the evaluation of progress in the implementation of priority themes;",JSON,"['Encourages all actors, inter alia, Governments, the United Nations system, other international organizations and civil society, to continue to support the work of the Commission on the Status of Women in fulfilling its central role in the follow-up to and review of the implementation of the Beijing Declaration and Platform for Action and the outcome of the twenty-third special session of the General Assembly, and, as applicable, to carry out its recommendations, and welcomes, in this regard, the revised programme and methods of work of the Commission adopted at its fiftieth session, which give particular attention to the sharing of experiences, lessons learned and good practices in overcoming challenges to full implementation at the national and international levels as well as to the evaluation of progress in the implementation of priority themes;']"
"比例最低的是Amazonia, 所有母亲中不到一半人(47.9%)生产时由专业医务人员接生。","in rural areas. The region where coverage is lowest was Amazonia, where less than half (47.9 per cent) of all mothers are attended by a health professional during childbirth.",JSON,"['in rural areas. The region where coverage is lowest was Amazonia, where less than half (47.9\xa0per cent) of all mothers are attended by a health professional during childbirth.']"
2. 由于这些技术性调整而需增加的前南斯拉夫问题国际法庭经费净额18 836 400美元见下文表1和表2。,"The net increase in requirements of $18,836,400 for the International Tribunal for the Former Yugoslavia, resulting from these technical adjustments, is shown in tables 1 and 2 below.",JSON,"['The net increase in requirements of $18,836,400 for the International Tribunal for the Former Yugoslavia, resulting from these technical adjustments, is shown in tables 1 and 2 below.']"
从塞尔维亚供应商发展计划中也可以看出，商会以及出口促进机构也可以成为发展有竞争能力的地方供应商的主要行为者。,"As shown by the Serbian Supplier Development Programme, chambers of commerce, as well as export promotion agencies, may be key actors in developing competitive local suppliers.",JSON,"['As shown by the Serbian Supplier Development Programme, chambers of commerce, as well as export promotion agencies, may be key actors in developing competitive local suppliers.']"
生物积累总结,Bioaccumulation Summary,JSON,['Bioaccumulation Summary']
D. 第三次外空会议之后出现的问题,Emerging issues following UNISPACE III,JSON,['Emerging issues following UNISPACE III']
63． Ivanova女士（前南斯拉夫的马其顿共和国）说，学前、小学和中学课本是重要的社会化手段。,"Ms. Ivanova (The former Yugoslav Republic of Macedonia) said that school textbooks were an important means of socialization, at pre-primary, primary and secondary levels.",JSON,"['Ms. Ivanova (The former Yugoslav Republic of Macedonia) said that school textbooks were an important means of socialization, at pre-primary, primary and secondary levels.']"
改变业务实体的组织或重新安排债务可以实现这一结果。,That result may be achieved by changing the organization of the business entity or by rescheduling or rearranging of the debt.,JSON,['That result may be achieved by changing the organization of the business entity or by rescheduling or rearranging of the debt.']
理事会审议了关于本集团在基辅的信息处的工作。,The Council considered questions concerning the activities of the GUUAM Information Office in Kyiv.,JSON,['The Council considered questions concerning the activities of the GUUAM Information Office in Kyiv.']
- 法律和政治地位；,- Acts of violence in the home;,JSON,['- Acts of violence in the home;']
这是因为加强了规章管理和监督，以期降低系统风险、加强市场纪律，同时尽量减少潜在的利益冲突。,"This has been achieved through strengthened regulation and supervision aimed at reducing systemic risk and enhancing market discipline, while diminishing potential conflicts of interest.",JSON,"['This has been achieved through strengthened regulation and supervision aimed at reducing systemic risk and enhancing market discipline, while diminishing potential conflicts of interest.']"
最后，我要重申访问团的结论，即国际社会对海地的成功是有承诺的。,I do not wish to conclude without the mission's conclusion that the international community has a commitment to Haiti's success.,JSON,"[""I do not wish to conclude without the mission's conclusion that the international community has a commitment to Haiti's success.""]"
40. 上次的定期报告已详述了工作权方面的情况。,The last periodic report comments at length on the right to work.,JSON,['The last periodic report comments at length on the right to work.']
早抵押了,We are floating on credit without a net.,JSON,['We are floating on credit without a net.']
D. Holý. (1999年)：根据雇员工资调查对男女工资差异所作的分析。,D. Holý (1999): Analysis of wage disparity between men and women on the basis of research on wages of employees.,JSON,['D. Holý (1999): Analysis of wage disparity between men and women on the basis of research on wages of employees.']
只有回到和平进程并朝两国解决办法的方向取得进展，才能缓解巴勒斯坦领土内目前的危急局势。,Only a return to the peace process and progress towards a two-State solution will permit an easing of the current critical situation in the Palestinian territories.,JSON,['Only a return to the peace process and progress towards a two-State solution will permit an easing of the current critical situation in the Palestinian territories.']
在赤道省，政府部队继续准备在姆班达卡区域发动攻势，并轰炸了几个城镇。,"In Equateur Province, the Government forces continued preparation for an offensive in the Mbandaka region and bombed several towns.",JSON,"['In Equateur Province, the Government forces continued preparation for an offensive in the Mbandaka region and bombed several towns.']"
应当指出，这种关系必须是和平、和谐、兄弟友情和共同繁荣的关系，绝不应当停止成为这种关系。,"It is worth recalling that those relations must be relations of peace, of harmony, of fraternity and of shared prosperity — which they never should have ceased to be.",JSON,"['It is worth recalling that those relations must be relations of peace, of harmony, of fraternity and of shared prosperity — which they never should have ceased to be.']"
委员会指出，“即使在明显缺乏可得资源的情况下，缔约国仍有义务努力争取保证在这种条件下尽可能广泛地享有有关的权利”。,"In the words of the Committee, “even where the available resources are demonstrably inadequate, the obligation remains for a State party to strive to ensure the widest possible enjoyment of the relevant rights under the prevailing circumstances”.",JSON,"['In the words of the Committee, “even where the available resources are demonstrably inadequate, the obligation remains for a State party to strive to ensure the widest possible enjoyment of the relevant rights under the prevailing circumstances”.']"
㈡ 重大组织变化,ii. Significant organizational changes,JSON,['ii. Significant organizational changes']
对调查表作出答复的多数国家(89%)指出，它们已设立协调实施国家药物管制战略或行动计划的中央协调实体。,Most of the States responding to the questionnaire (89 per cent) indicated that they had established a central coordinating entity to coordinate the implementation of the national drug strategies or action plans.,JSON,['Most of the States responding to the questionnaire (89 per cent) indicated that they had established a central coordinating entity to coordinate the implementation of the national drug strategies or action plans.']
工厂流水线工人没几个穿得起手工制鞋吧 你觉得呢,There can't be that many on the assembly line at BIEC wearing handmade shoes.,JSON,"[""There can't be that many on the assembly line at BIEC wearing handmade shoes.""]"
积极的发展态势,Obligations to Eliminate Discrimination,JSON,['Obligations to Eliminate Discrimination']
尽管彻底取消否决权看来是一个遥远或不现实的目标，我们没有放弃认真考虑临时模式，例如，把否决权的使用限制于第七章事项，并且在这种情况下，排除种族灭绝或危害人类罪行的案例。,"Although the total elimination of the veto seems a far-off or unrealistic goal, we have not given up on seriously considering interim formulas, for example, restricting the use of the veto to Chapter-VII issues and, in such instances, excluding cases of genocide or crimes against humanity.",JSON,"['Although the total elimination of the veto seems a far-off or unrealistic goal, we have not given up on seriously considering interim formulas, for example, restricting the use of the veto to Chapter-VII issues and, in such instances, excluding cases of genocide or crimes against humanity.']"
"""呼吸感受鲜活, 让这风暴持续""",In every breath feel more alive. To keep the storm at bay,JSON,['In every breath feel more alive. To keep the storm at bay']
在这方面，监督厅高兴地看到开始定期召开工作人员/管理人员会议。,"In this regard, OIOS was pleased to note that regular staff/ management meetings have been initiated.",JSON,"['In this regard, OIOS was pleased to note that regular staff/ management meetings have been initiated.']"
你确定她说的是这里吗？,Are you sure this is where she said?,JSON,['Are you sure this is where she said?']
此外，一旦这些行动获得批准，部署有时可能用几个月的时间。,"Moreover, once they are approved, deployment can sometimes takes months.",JSON,"['Moreover, once they are approved, deployment can sometimes takes months.']"
为了使这些文件尽快得到执行，日本还向联合国预防犯罪和刑事司法基金提供了捐款，并支持国际预防犯罪中心的工作。,"In view of the urgency of ensuring the rapid implementation of those instruments, her Government had also contributed to the United Nations Crime Prevention and Criminal Justice Fund and supported the activities of the International Centre for the Prevention of Crime (ICPC).",JSON,"['In view of the urgency of ensuring the rapid implementation of those instruments, her Government had also contributed to the United Nations Crime Prevention and Criminal Justice Fund and supported the activities of the International Centre for the Prevention of Crime (ICPC).']"
现在，这种解释的办法在一些最新的司法判决中已经清楚易见，尽管仍没有具有约束力的判例支持这种办法。,"This interpretative approach is now apparent in a few recent judicial decisions, even though there is still no binding precedent supporting it.",JSON,"['This interpretative approach is now apparent in a few recent judicial decisions, even though there is still no binding precedent supporting it.']"
还有与会者就此指出，毒品和犯罪问题办事处必须与秘书处维持和平行动部和联合国开发计划署密切协调其在刚刚摆脱冲突的国家中的技术合作，以避免可能的资源耗竭和与联合国其他实体的工作重叠。,"In this context, reference was also made to the need for UNODC to coordinate closely with the Department of Peacekeeping Operations of the Secretariat and the United Nations Development Programme its technical cooperation in countries emerging from conflict, in order to avoid a possible drain on its resources and duplication of the work of other United Nations entities.",JSON,"['In this context, reference was also made to the need for UNODC to coordinate closely with the Department of Peacekeeping Operations of the Secretariat and the United Nations Development Programme its technical cooperation in countries emerging from conflict, in order to avoid a possible drain on its resources and duplication of the work of other United Nations entities.']"
邓娜莉夫人， 我保证绝对买了保险，还有担保,"Mrs. Donnely, I'm fully insured and bonded. I promise you.",JSON,"[""Mrs. Donnely, I'm fully insured and bonded. I promise you.""]"
18. 由于缺乏基本的有效边境管理，海地当局和联海稳定团加强安全、法治和机构支助的共同努力受到直接影响。,"The lack of effective basic border management directly affects the joint efforts of the Haitian authorities and MINUSTAH to enhance security, the rule of law and institutional support.",JSON,"['The lack of effective basic border management directly affects the joint efforts of the Haitian authorities and MINUSTAH to enhance security, the rule of law and institutional support.']"
